AccountID,TransactionID,AccountType,Asset,Ticker,Quantity,TradeDate,SettlementDate,PricePerShare,Currency,TransactionStatus,Notes,FirstName,LastName
060625,f4a6b620,BROKERAGE,BERKSHIRE HATHAWAY,BRK.A,599,2025-07-18,2025-07-18,4016.62,EUR,COMPLETED,WATCHLIST,STEPHANIE,PERRY
535208,3e659561,TRUST,TESLA INC.,TSLA,66,2023-02-14,2023-02-15,4118.72,EUR,COMPLETED,,JUAN,MADDOX
918798,5b32ad0e,JOINT,TESLA INC.,TSLA,864,2021-08-02,2021-08-03,1160.79,USD,COMPLETED,AUTO-INVEST,DEBORAH,ATKINSON
663462,37f10077,BROKERAGE,MICROSOFT CORP,MSFT,543,2022-07-06,2022-07-07,295.87,USD,COMPLETED,,,
176145,be49d8d8,ROTH IRA,TESLA INC.,TSLA,906,2025-06-27,2025-06-30,4924.25,USD,COMPLETED,AUTO-INVEST,JOSEPH,CRAWFORD
918798,92c60c80,JOINT,NETFLIX,NFLX,293,2021-11-15,2021-11-16,918.36,CAD,COMPLETED,WATCHLIST,DEBORAH,ATKINSON
503480,5c8b69e3,JOINT,NETFLIX,NFLX,329,2025-03-03,2025-03-04,199.4,CAD,COMPLETED,,THEODORE,MALDONADO
642070,df6602af,BROKERAGE,NETFLIX,NFLX,10,2025-06-26,2025-06-27,4662.80,EUR,COMPLETED,DIVIDENDS REINVESTED,MICHAEL,BENTLEY
,08699d7c,JOINT,BERKSHIRE HATHAWAY,BRK.A,747,2024-11-05,,1052.92,EUR,PENDING,PENDING,KATIE,KIM
039003,207d0a1a,CUSTODIAL,BERKSHIRE HATHAWAY,BRK.A,,2023-08-07,2023-08-08,,USD,COMPLETED,WATCHLIST,MICHAEL,HAYNES
380206,e24e1124,ROTH IRA,NVIDIA CORPORATION,NVDA,885,2024-04-12,2024-04-15,3652.9,EUR,COMPLETED,WATCHLIST,RACHEL,RICHMOND
889753,22bc2842,401(K),ALPHABET INC.,GOOGL,827,2024-01-25,2024-01-26,1458.56,USD,COMPLETED,SHORT-TERM,JEFFREY,FORD
621357,369ca0bc,CUSTODIAL,MICROSOFT CORP,MSFT,511,2024-01-04,2024-01-05,223.34,USD,COMPLETED,DIVIDENDS REINVESTED,GARY,LYNCH
199688,b468410d,ROTH IRA,APPLE INC.,AAPL,383,2024-11-14,,280.81,EUR,PENDING,PENDING,JOHN,TAYLOR
380206,873a60de,ROTH IRA,TESLA INC.,TSLA,250,2022-10-05,,1767.75,EUR,PENDING,PENDING,RACHEL,RICHMOND
423183,d1493683,BROKERAGE,"AMAZON.COM, INC.",AMZN,137,2023-10-03,2023-10-04,3244.21,CAD,COMPLETED,SHORT-TERM,HANNAH,CANTRELL
219322,b1016cab,401(K),ALPHABET INC.,GOOGL,196,2025-07-08,2025-07-09,3057.22,CAD,COMPLETED,WATCHLIST,ANTHONY,FLYNN
155174,d4aa32dd,JOINT,MICROSOFT CORP,MSFT,674,2025-05-08,,4503.27,CAD,PENDING,PENDING,JASMINE,RICHARD
325012,c1e2d207,JOINT,TESLA INC.,TSLA,176,2025-04-17,2025-04-18,,EUR,COMPLETED,SHORT-TERM,FRANK,GALLOWAY
957477,18845004,CUSTODIAL,APPLE INC.,AAPL,957,2023-11-02,,3936.33,CAD,PENDING,PENDING,STEPHANIE,CHANG
763325,9d2f247b,ROTH IRA,ALPHABET INC.,GOOGL,187,2022-07-28,2022-07-29,3626.89,USD,COMPLETED,AUTO-INVEST,EMILY,HART
795352,ce9184cd,ROTH IRA,META PLATFORMS,META,257,2024-06-07,2024-06-10,,USD,COMPLETED,SHORT-TERM,FRANK,MARSHALL
763325,d7cb87c1,ROTH IRA,META PLATFORMS,META,10,2022-12-20,2022-12-21,4205.85,EUR,COMPLETED,DIVIDENDS REINVESTED,EMILY,HART
746553,5460beec,BROKERAGE,JOHNSON & JOHNSON,JNJ,5,2021-08-17,,2042.05,USD,PENDING,PENDING,DANA,BRADLEY
058600,9c687f0b,BROKERAGE,MICROSOFT CORP,MSFT,695,2024-03-29,2024-04-01,2430.39,EUR,COMPLETED,AUTO-INVEST,LEAH,LARSEN
780633,ca3eb19c,ROTH IRA,META PLATFORMS,META,488,2024-07-02,2024-07-03,4629.6,EUR,COMPLETED,SHORT-TERM,SAMUEL,NEWTON
365934,12fd19d4,401(K),ALPHABET INC.,GOOGL,443,2023-09-08,2023-09-11,441.04,USD,COMPLETED,WATCHLIST,BRANDON,MILLS
943586,1061b7e3,ROTH IRA,BERKSHIRE HATHAWAY,BRK.A,750,2022-04-04,2022-04-05,914.39,CAD,COMPLETED,,MELISSA,MARTINEZ
380206,3419152b,ROTH IRA,NVIDIA CORPORATION,NVDA,801,2024-05-07,2024-05-08,4892.80,CAD,COMPLETED,DIVIDENDS REINVESTED,RACHEL,RICHMOND
630365,be0763c5,JOINT,MICROSOFT CORP,MSFT,222,2024-07-24,2024-07-25,,USD,COMPLETED,SHORT-TERM,JAMES,POOLE
425157,07b780b2,BROKERAGE,APPLE INC.,AAPL,488,2024-09-12,,,USD,PENDING,PENDING,STEPHANIE,BENNETT
232061,1423f63c,TRUST,JOHNSON & JOHNSON,JNJ,236,2025-07-14,2025-07-15,2108.58,EUR,COMPLETED,,FRANCISCO,MILLER
629973,3b32187e,JOINT,NVIDIA CORPORATION,NVDA,881,2025-02-04,2025-02-05,,CAD,COMPLETED,,,
045531,6b444a0e,JOINT,"AMAZON.COM, INC.",AMZN,871,2025-01-13,2025-01-14,,CAD,COMPLETED,DIVIDENDS REINVESTED,KATHRYN,MCCANN
520381,5d5d83db,ROTH IRA,APPLE INC.,AAPL,215,2025-02-27,2025-02-28,397.40,CAD,COMPLETED,SHORT-TERM,KYLE,MILLER
786996,88fbe88f,ROTH IRA,NETFLIX,NFLX,10,2024-12-17,2024-12-18,1339.36,USD,COMPLETED,WATCHLIST,DAVID,BEASLEY
,920a4072,JOINT,NVIDIA CORPORATION,NVDA,85,2024-08-22,2024-08-23,3481.63,CAD,COMPLETED,,BRITTANY,ROBERTS
626352,b5aa964d,ROTH IRA,NVIDIA CORPORATION,NVDA,951,2021-03-23,2021-03-24,3176.37,EUR,COMPLETED,DIVIDENDS REINVESTED,CARLOS,ALEXANDER
943586,7f7635be,ROTH IRA,ALPHABET INC.,GOOGL,92,2022-10-05,2022-10-06,177.5,CAD,COMPLETED,,MELISSA,MARTINEZ
799271,825abcf7,401(K),NETFLIX,NFLX,10,2024-01-02,2024-01-03,2391.1,USD,COMPLETED,DIVIDENDS REINVESTED,AMY,JOHNSON
763325,2a558344,ROTH IRA,ALPHABET INC.,GOOGL,635,2024-02-21,2024-02-22,3753.7,USD,COMPLETED,DIVIDENDS REINVESTED,EMILY,HART
918798,27076cad,JOINT,MICROSOFT CORP,MSFT,10,2022-10-14,2022-10-17,329.24,EUR,COMPLETED,DIVIDENDS REINVESTED,DEBORAH,ATKINSON
446677,ce6c9991,BROKERAGE,NVIDIA CORPORATION,NVDA,675,2023-09-20,2023-09-21,2702.09,EUR,COMPLETED,DIVIDENDS REINVESTED,JENNIFER,CLARKE
904181,4fc1c918,BROKERAGE,ALPHABET INC.,GOOGL,157,2022-06-08,2022-06-09,1129.1,CAD,COMPLETED,WATCHLIST,GLORIA,WILLIAMS
172394,1117302c,401(K),MICROSOFT CORP,MSFT,541,2024-10-10,2024-10-11,4443.37,EUR,COMPLETED,AUTO-INVEST,FRANK,MORGAN
433674,9b15b97b,401(K),JOHNSON & JOHNSON,JNJ,47,2023-05-25,,1212.07,USD,PENDING,PENDING,KIMBERLY,MARTIN
072136,fee3548d,ROTH IRA,MICROSOFT CORP,MSFT,300,2025-07-17,2025-07-18,1619.92,USD,COMPLETED,WATCHLIST,KAYLA,STEWART
556910,89e59553,ROTH IRA,"AMAZON.COM, INC.",AMZN,4,2022-11-25,2022-11-28,1271.24,USD,COMPLETED,,JESSICA,ARELLANO
746553,c2e329f5,BROKERAGE,META PLATFORMS,META,325,2025-06-05,2025-06-06,2302.88,CAD,COMPLETED,WATCHLIST,DANA,BRADLEY
590661,d84cc0bd,ROTH IRA,MICROSOFT CORP,MSFT,550,2023-09-27,2023-09-28,,CAD,COMPLETED,,JORGE,LANE
423183,ed494e25,BROKERAGE,BERKSHIRE HATHAWAY,BRK.A,,2024-04-01,2024-04-02,3053.2,CAD,COMPLETED,,HANNAH,CANTRELL
100175,711187bf,CUSTODIAL,"AMAZON.COM, INC.",AMZN,589,2025-06-04,2025-06-05,2511.03,USD,COMPLETED,SHORT-TERM,STACY,LEE
131726,6d698e43,ROTH IRA,TESLA INC.,TSLA,785,2025-04-01,2025-04-02,639.5,EUR,COMPLETED,DIVIDENDS REINVESTED,WILLIAM,WINTERS
093449,c2f23cc8,JOINT,META PLATFORMS,META,36,2023-04-26,2023-04-27,,EUR,COMPLETED,,JEFF,MORROW
060888,f86bb1e2,BROKERAGE,ALPHABET INC.,GOOGL,666,2024-12-19,,3785.24,USD,PENDING,PENDING,GLEN,THOMAS
412643,31bc8b63,TRUST,BERKSHIRE HATHAWAY,BRK.A,749,2022-03-17,,3169.54,CAD,PENDING,PENDING,SHARON,STEWART
781565,74e4fb70,BROKERAGE,ALPHABET INC.,GOOGL,523,2025-02-05,2025-02-06,3220.32,USD,COMPLETED,,ALEJANDRA,JIMENEZ
593464,8f4dcc4a,401(K),"AMAZON.COM, INC.",AMZN,110,2023-05-03,2023-05-04,4172.53,EUR,COMPLETED,AUTO-INVEST,ASHLEY,GALLEGOS
210750,e74235ad,401(K),MICROSOFT CORP,MSFT,791,2025-07-15,2025-07-16,1328.71,EUR,COMPLETED,WATCHLIST,SYLVIA,MCCOY
669675,d019fcc8,ROTH IRA,JOHNSON & JOHNSON,JNJ,304,2022-08-01,2022-08-02,2668.8,USD,COMPLETED,SHORT-TERM,LAUREN,MIRANDA
864319,1c363504,ROTH IRA,APPLE INC.,AAPL,590,2024-09-11,2024-09-12,2247.4,CAD,COMPLETED,WATCHLIST,JOSE,THOMAS
984712,4471e35b,ROTH IRA,NVIDIA CORPORATION,NVDA,639,2023-09-08,2023-09-11,3911.1,CAD,COMPLETED,WATCHLIST,TARA,MCCOY
587108,3de4c6f0,CUSTODIAL,APPLE INC.,AAPL,917,2025-01-02,,3035.37,EUR,PENDING,PENDING,YVETTE,WHITE
532263,ec9b9bce,ROTH IRA,APPLE INC.,AAPL,181,2024-01-29,,863.7,EUR,PENDING,PENDING,TINA,JONES
762209,98f44966,JOINT,ALPHABET INC.,GOOGL,43,2024-11-01,2024-11-04,2765.95,EUR,COMPLETED,WATCHLIST,DONNA,SMITH
630365,4d2761ee,JOINT,ALPHABET INC.,GOOGL,375,2024-03-21,2024-03-22,1306.29,USD,COMPLETED,SHORT-TERM,JAMES,POOLE
146919,08aa771e,CUSTODIAL,JOHNSON & JOHNSON,JNJ,673,2025-01-28,2025-01-29,,EUR,COMPLETED,WATCHLIST,AMANDA,CARPENTER
762209,e48c7f55,JOINT,BERKSHIRE HATHAWAY,BRK.A,230,2024-04-23,2024-04-24,2745.57,EUR,COMPLETED,AUTO-INVEST,DONNA,SMITH
794792,79bae703,401(K),TESLA INC.,TSLA,344,2022-05-20,,96.61,CAD,PENDING,PENDING,THOMAS,DOUGHERTY
915579,175ee61d,BROKERAGE,BERKSHIRE HATHAWAY,BRK.A,777,2024-09-30,2024-10-01,4927.39,EUR,COMPLETED,DIVIDENDS REINVESTED,LOGAN,JOHNSON
,ed8134f3,401(K),BERKSHIRE HATHAWAY,BRK.A,861,2024-01-19,2024-01-22,4679.56,CAD,COMPLETED,,BRANDON,MILLS
556910,910d0ff7,ROTH IRA,"AMAZON.COM, INC.",AMZN,997,2024-02-05,2024-02-06,4720.01,CAD,COMPLETED,DIVIDENDS REINVESTED,JESSICA,ARELLANO
788359,6d8b64d4,TRUST,APPLE INC.,AAPL,268,2024-12-02,,163.70,USD,PENDING,PENDING,MATTHEW,LEWIS
398843,974f1e66,TRUST,NETFLIX,NFLX,946,2024-09-25,2024-09-26,2593.22,USD,COMPLETED,SHORT-TERM,BRIAN,GARCIA
178881,20a31ede,JOINT,NVIDIA CORPORATION,NVDA,773,2023-07-06,2023-07-07,3318.06,EUR,COMPLETED,WATCHLIST,DREW,SALAZAR
482700,9cb19e2b,BROKERAGE,NETFLIX,NFLX,52,2024-05-03,2024-05-06,368.8,USD,COMPLETED,,KAREN,SHAFFER
504812,a16685cf,ROTH IRA,ALPHABET INC.,GOOGL,128,2023-07-13,2023-07-14,112.96,USD,COMPLETED,DIVIDENDS REINVESTED,JENNIFER,KING
414802,d152cb6a,401(K),BERKSHIRE HATHAWAY,BRK.A,515,2024-11-25,2024-11-26,,USD,COMPLETED,,WALTER,GUZMAN
629973,357280d2,JOINT,APPLE INC.,AAPL,555,2025-04-15,2025-04-16,4890.9,USD,COMPLETED,AUTO-INVEST,EMILY,ROSS
995012,4c7074d6,401(K),BERKSHIRE HATHAWAY,BRK.A,244,2025-05-27,,830.50,USD,PENDING,PENDING,MICHAEL,COLLINS
868939,8b40a31f,CUSTODIAL,TESLA INC.,TSLA,511,2024-02-05,2024-02-06,,USD,COMPLETED,SHORT-TERM,CYNTHIA,MILLS
387916,5552bd4e,TRUST,"AMAZON.COM, INC.",AMZN,994,2024-10-08,2024-10-09,4990.77,USD,COMPLETED,WATCHLIST,DONNA,SMITH
145114,ab1cd720,JOINT,TESLA INC.,TSLA,83,2021-09-02,2021-09-03,1015.65,USD,COMPLETED,SHORT-TERM,TROY,GUZMAN
593464,d5f7c630,401(K),ALPHABET INC.,GOOGL,526,2025-03-12,2025-03-13,4753.75,EUR,COMPLETED,DIVIDENDS REINVESTED,ASHLEY,GALLEGOS
446677,46d465e8,BROKERAGE,TESLA INC.,TSLA,470,2024-11-06,2024-11-07,3160.46,CAD,COMPLETED,AUTO-INVEST,JENNIFER,CLARKE
178881,6bfcc151,JOINT,NETFLIX,NFLX,580,2022-07-14,2022-07-15,1669.1,EUR,COMPLETED,WATCHLIST,DREW,SALAZAR
131726,333ba7c5,ROTH IRA,NVIDIA CORPORATION,NVDA,183,2025-06-12,2025-06-13,,EUR,COMPLETED,SHORT-TERM,WILLIAM,WINTERS
897623,65d613f8,BROKERAGE,NETFLIX,NFLX,783,2023-11-27,2023-11-28,439.26,USD,COMPLETED,AUTO-INVEST,WENDY,GILMORE
199688,7867aaab,ROTH IRA,META PLATFORMS,META,196,2025-02-18,,2220.72,USD,PENDING,PENDING,JOHN,TAYLOR
412643,f1202175,TRUST,NVIDIA CORPORATION,NVDA,753,2025-07-15,2025-07-16,3196.22,CAD,COMPLETED,DIVIDENDS REINVESTED,SHARON,STEWART
864319,3886549b,ROTH IRA,JOHNSON & JOHNSON,JNJ,961,2025-07-17,2025-07-18,53.65,EUR,COMPLETED,DIVIDENDS REINVESTED,JOSE,THOMAS
219322,64c9fe49,401(K),JOHNSON & JOHNSON,JNJ,934,2024-06-28,,4259.76,EUR,PENDING,PENDING,ANTHONY,FLYNN
011033,96511519,BROKERAGE,MICROSOFT CORP,MSFT,210,2024-08-12,2024-08-13,2123.7,EUR,COMPLETED,AUTO-INVEST,DANIELLE,PEARSON
995012,854ea283,401(K),MICROSOFT CORP,MSFT,10,2025-03-04,2025-03-05,3531.98,EUR,COMPLETED,AUTO-INVEST,MICHAEL,COLLINS
674542,2956c989,401(K),ALPHABET INC.,GOOGL,833,2023-11-17,,,EUR,PENDING,PENDING,LATASHA,SMITH
943586,4ef43845,ROTH IRA,META PLATFORMS,META,314,2022-09-01,,805.91,CAD,PENDING,PENDING,MELISSA,MARTINEZ
059967,a4d82e80,BROKERAGE,TESLA INC.,TSLA,58,2025-07-17,2025-07-18,3507.6,CAD,COMPLETED,,APRIL,TERRY
727294,d779569c,BROKERAGE,META PLATFORMS,META,826,2024-05-06,2024-05-07,3811.53,CAD,COMPLETED,,KIMBERLY,WILLIAMS
072136,417f1622,ROTH IRA,NETFLIX,NFLX,607,2025-07-18,2025-07-18,,EUR,COMPLETED,DIVIDENDS REINVESTED,,
952950,1f8067b7,JOINT,ALPHABET INC.,GOOGL,560,2024-09-12,2024-09-13,4017.00,CAD,COMPLETED,WATCHLIST,TOM,PATTERSON
674542,07738aa5,401(K),"AMAZON.COM, INC.",AMZN,789,2025-07-09,,2899.4,USD,PENDING,PENDING,LATASHA,SMITH
532263,8b24f467,ROTH IRA,META PLATFORMS,META,,2024-01-04,2024-01-05,1952.09,CAD,COMPLETED,DIVIDENDS REINVESTED,TINA,JONES
325012,c528a192,JOINT,NETFLIX,NFLX,926,2022-09-28,2022-09-29,1940.1,EUR,COMPLETED,WATCHLIST,FRANK,GALLOWAY
642070,f11e22d8,BROKERAGE,"AMAZON.COM, INC.",AMZN,971,2024-02-14,2024-02-15,3480.73,USD,COMPLETED,SHORT-TERM,MICHAEL,BENTLEY
325012,b3629491,JOINT,JOHNSON & JOHNSON,JNJ,321,2022-01-14,2022-01-18,2853.62,EUR,COMPLETED,,FRANK,GALLOWAY
159491,0d3ba027,TRUST,NVIDIA CORPORATION,NVDA,718,2024-08-15,2024-08-16,2597.35,USD,COMPLETED,,BETH,KING
387916,78583501,TRUST,JOHNSON & JOHNSON,JNJ,,2023-04-21,2023-04-24,2182.40,USD,COMPLETED,WATCHLIST,DONNA,SMITH
669675,17a6d641,ROTH IRA,ALPHABET INC.,GOOGL,10,2023-08-31,2023-09-01,,CAD,COMPLETED,,LAUREN,MIRANDA
965656,71f34ba5,JOINT,META PLATFORMS,META,123,2025-06-20,2025-06-23,,USD,COMPLETED,AUTO-INVEST,MARIA,REYNOLDS
669675,55fae185,ROTH IRA,TESLA INC.,TSLA,676,2022-12-13,2022-12-14,1474.4,EUR,COMPLETED,AUTO-INVEST,LAUREN,MIRANDA
583113,3e6129a8,BROKERAGE,APPLE INC.,AAPL,298,2023-07-17,2023-07-18,4704.87,USD,COMPLETED,SHORT-TERM,ANNE,MARTIN
412643,13567cdc,TRUST,JOHNSON & JOHNSON,JNJ,740,2022-02-28,2022-03-01,2172.05,CAD,COMPLETED,SHORT-TERM,SHARON,STEWART
702451,ce77607f,TRUST,TESLA INC.,TSLA,,2025-06-10,2025-06-11,3167.04,CAD,COMPLETED,SHORT-TERM,CAROLYN,POWELL
938453,3e0d9768,TRUST,"AMAZON.COM, INC.",AMZN,845,2025-07-09,2025-07-10,323.99,CAD,COMPLETED,DIVIDENDS REINVESTED,CHRISTOPHER,ESPARZA
535208,f022deb9,TRUST,TESLA INC.,TSLA,39,2023-06-23,2023-06-26,410.9,USD,COMPLETED,DIVIDENDS REINVESTED,JUAN,MADDOX
897623,88ffc4bd,BROKERAGE,TESLA INC.,TSLA,175,2024-03-08,2024-03-11,808.41,CAD,COMPLETED,AUTO-INVEST,WENDY,GILMORE
763325,4a66cedd,ROTH IRA,APPLE INC.,AAPL,971,2023-04-26,2023-04-27,1132.12,EUR,COMPLETED,DIVIDENDS REINVESTED,EMILY,HART
414802,ab6aace8,401(K),TESLA INC.,TSLA,853,2025-02-24,2025-02-25,2334.54,EUR,COMPLETED,DIVIDENDS REINVESTED,WALTER,GUZMAN
824829,a359c021,401(K),"AMAZON.COM, INC.",AMZN,168,2025-02-07,2025-02-10,,CAD,COMPLETED,,JENNIFER,CALLAHAN
210750,76801452,401(K),TESLA INC.,TSLA,746,2025-07-11,2025-07-14,2309.09,USD,COMPLETED,SHORT-TERM,SYLVIA,MCCOY
629973,bdd2c2dd,JOINT,ALPHABET INC.,GOOGL,216,2025-05-14,2025-05-15,2300.99,CAD,COMPLETED,WATCHLIST,EMILY,ROSS
467740,e71c7344,TRUST,META PLATFORMS,META,696,2025-03-10,2025-03-11,118.83,CAD,COMPLETED,SHORT-TERM,,
685835,60e262b9,BROKERAGE,META PLATFORMS,META,212,2024-05-06,2024-05-07,3386.99,EUR,COMPLETED,DIVIDENDS REINVESTED,BENJAMIN,CARRILLO
594008,9ad488a3,TRUST,APPLE INC.,AAPL,283,2023-08-29,2023-08-30,3699.74,USD,COMPLETED,WATCHLIST,BENJAMIN,WILSON
606604,426af15b,ROTH IRA,NETFLIX,NFLX,647,2022-10-17,2022-10-18,3779.56,CAD,COMPLETED,AUTO-INVEST,SHARON,RUIZ
676248,b81b37e3,CUSTODIAL,BERKSHIRE HATHAWAY,BRK.A,,2022-11-15,2022-11-16,4659.76,EUR,COMPLETED,SHORT-TERM,STEVEN,ORTEGA
903108,f88b7ca9,JOINT,JOHNSON & JOHNSON,JNJ,842,2025-05-02,2025-05-05,4166.79,USD,COMPLETED,WATCHLIST,MACKENZIE,BARRETT
626352,157ef61f,ROTH IRA,"AMAZON.COM, INC.",AMZN,285,2023-05-05,2023-05-08,2862.24,EUR,COMPLETED,,CARLOS,ALEXANDER
663462,78b69138,BROKERAGE,TESLA INC.,TSLA,958,2023-02-08,2023-02-09,1915.36,USD,COMPLETED,WATCHLIST,REBECCA,WARD
904181,3a4041dd,BROKERAGE,NVIDIA CORPORATION,NVDA,925,2022-09-16,2022-09-19,,CAD,COMPLETED,AUTO-INVEST,GLORIA,WILLIAMS
425157,c79000e3,BROKERAGE,TESLA INC.,TSLA,54,2024-04-26,2024-04-29,2283.19,USD,COMPLETED,,STEPHANIE,BENNETT
669675,3a1550f9,ROTH IRA,APPLE INC.,AAPL,914,2024-09-06,,4773.24,EUR,PENDING,PENDING,LAUREN,MIRANDA
995012,6d6d47e9,401(K),ALPHABET INC.,GOOGL,569,2024-11-22,2024-11-25,4634.11,CAD,COMPLETED,AUTO-INVEST,MICHAEL,COLLINS
425157,8077a358,BROKERAGE,ALPHABET INC.,GOOGL,181,2024-11-18,2024-11-19,3141.01,USD,COMPLETED,SHORT-TERM,STEPHANIE,BENNETT
155854,a9ccbd59,BROKERAGE,MICROSOFT CORP,MSFT,941,2025-02-18,2025-02-19,1776.82,CAD,COMPLETED,,MARK,BROWN
155854,3233c7c5,BROKERAGE,APPLE INC.,AAPL,931,2023-08-23,2023-08-24,4716.47,EUR,COMPLETED,SHORT-TERM,MARK,BROWN
590661,802d0a60,ROTH IRA,JOHNSON & JOHNSON,JNJ,356,2024-03-21,,2257.92,EUR,PENDING,PENDING,JORGE,LANE
532263,96f275e7,ROTH IRA,TESLA INC.,TSLA,876,2025-03-04,2025-03-05,2671.21,CAD,COMPLETED,SHORT-TERM,TINA,JONES
535208,f295a995,TRUST,ALPHABET INC.,GOOGL,951,2023-04-18,2023-04-19,,CAD,COMPLETED,AUTO-INVEST,JUAN,MADDOX
826621,ece522ab,CUSTODIAL,"AMAZON.COM, INC.",AMZN,244,2025-06-10,2025-06-11,1767.1,USD,COMPLETED,WATCHLIST,SEAN,DANIEL
151323,07c116a6,CUSTODIAL,APPLE INC.,AAPL,367,2025-06-11,,1222.04,CAD,PENDING,PENDING,SHANNON,COSTA
011033,6c0c3626,BROKERAGE,MICROSOFT CORP,MSFT,169,2023-06-13,2023-06-14,3256.59,EUR,COMPLETED,DIVIDENDS REINVESTED,DANIELLE,PEARSON
770530,98f2cfb4,401(K),APPLE INC.,AAPL,904,2024-11-21,2024-11-22,2404.59,CAD,COMPLETED,,TERRY,NEWTON
232061,3bdf4b1d,TRUST,ALPHABET INC.,GOOGL,103,2022-02-16,2022-02-17,4708.39,USD,COMPLETED,AUTO-INVEST,FRANCISCO,MILLER
178881,1a73545f,JOINT,TESLA INC.,TSLA,10,2023-12-29,2024-01-02,3646.96,USD,COMPLETED,,DREW,SALAZAR
387916,ee54209e,TRUST,ALPHABET INC.,GOOGL,2,2024-05-17,2024-05-20,1670.2,EUR,COMPLETED,DIVIDENDS REINVESTED,DONNA,SMITH
958698,efcb53a4,401(K),JOHNSON & JOHNSON,JNJ,484,2025-05-01,2025-05-02,380.01,USD,COMPLETED,SHORT-TERM,JONATHAN,RAMOS
674542,9a669f57,401(K),ALPHABET INC.,GOOG,10,2024-12-05,2024-12-06,,CAD,COMPLETED,SHORT-TERM,LATASHA,SMITH
210750,da9edde9,401(K),META PLATFORMS,META,22,2025-06-30,2025-07-01,1524.68,USD,COMPLETED,WATCHLIST,SYLVIA,MCCOY
532263,2d82cd56,ROTH IRA,APPLE INC.,AAPL,10,2024-07-16,2024-07-17,1788.57,USD,COMPLETED,WATCHLIST,TINA,JONES
593272,ff3f6f2f,BROKERAGE,APPLE INC.,AAPL,933,2025-02-28,2025-03-03,,USD,COMPLETED,DIVIDENDS REINVESTED,CHRISTINE,HANSON
702451,e4ba00ac,TRUST,"AMAZON.COM, INC.",AMZN,136,2024-07-05,,2656.45,USD,PENDING,PENDING,,
,cf4250e2,BROKERAGE,BERKSHIRE HATHAWAY,BRK.A,520,2023-11-03,2023-11-06,558.58,EUR,COMPLETED,DIVIDENDS REINVESTED,BENJAMIN,CARRILLO
541261,e645d1da,BROKERAGE,APPLE INC.,AAPL,320,2023-02-06,2023-02-07,693.27,USD,COMPLETED,DIVIDENDS REINVESTED,PATRICK,HERNANDEZ
575239,e1f48fc3,401(K),MICROSOFT CORP,MSFT,168,2025-04-01,2025-04-02,4538.94,EUR,COMPLETED,,JEREMY,MARTIN
663462,b34efc85,BROKERAGE,NETFLIX,NFLX,684,2022-03-18,2022-03-21,4619.7,USD,COMPLETED,WATCHLIST,REBECCA,WARD
590661,188b0676,ROTH IRA,BERKSHIRE HATHAWAY,BRK.A,357,2025-05-12,2025-05-13,2527.01,EUR,COMPLETED,,JORGE,LANE
927726,cb9a0c13,TRUST,META PLATFORMS,META,499,2025-03-04,2025-03-05,1547.32,USD,COMPLETED,DIVIDENDS REINVESTED,,
041672,7164a5fe,CUSTODIAL,MICROSOFT CORP,MSFT,749,2025-02-12,2025-02-13,2759.1,EUR,COMPLETED,SHORT-TERM,LEON,DANIELS
927726,788feafe,TRUST,NETFLIX,NFLX,603,2024-01-10,2024-01-11,1624.39,USD,COMPLETED,SHORT-TERM,ROBERT,MORRISON
616641,a0105929,BROKERAGE,NETFLIX,NFLX,940,2024-10-08,2024-10-09,3290.12,CAD,COMPLETED,,,
210750,1407a6b4,401(K),NETFLIX,NFLX,65,2025-07-10,2025-07-11,4333.1,CAD,COMPLETED,,SYLVIA,MCCOY
145114,8bbbb76d,JOINT,APPLE INC.,AAPL,830,2024-01-11,2024-01-12,4795.89,CAD,COMPLETED,WATCHLIST,TROY,GUZMAN
786996,39b8da91,ROTH IRA,META PLATFORMS,META,285,2024-07-22,2024-07-23,2395.85,USD,COMPLETED,,DAVID,BEASLEY
100175,2e55acb5,CUSTODIAL,APPLE INC.,AAPL,540,2024-09-23,2024-09-24,1773.82,EUR,COMPLETED,DIVIDENDS REINVESTED,STACY,LEE
669675,0b75f0b5,ROTH IRA,MICROSOFT CORP,MSFT,10,2022-01-04,2022-01-05,4284.4,USD,COMPLETED,SHORT-TERM,LAUREN,MIRANDA
674542,f9070156,401(K),MICROSOFT CORP,MSFT,,2024-01-26,,2284.28,USD,PENDING,PENDING,LATASHA,SMITH
889753,e84bf368,401(K),JOHNSON & JOHNSON,JNJ,770,2022-11-16,,3036.19,USD,PENDING,PENDING,JEFFREY,FORD
813972,dd5d8fd5,BROKERAGE,MICROSOFT CORP,MSFT,10,2022-08-22,2022-08-23,109.32,USD,COMPLETED,AUTO-INVEST,ASHLEE,BELL
398843,bcb1f705,TRUST,META PLATFORMS,META,825,2025-01-27,,3688.42,USD,PENDING,PENDING,BRIAN,GARCIA
425601,453ad16b,TRUST,NETFLIX,NFLX,807,2025-02-11,,,CAD,PENDING,PENDING,,
781565,786474b3,BROKERAGE,META PLATFORMS,META,401,2022-06-10,2022-06-13,1227.11,EUR,COMPLETED,DIVIDENDS REINVESTED,ALEJANDRA,JIMENEZ
251434,250c57fc,JOINT,MICROSOFT CORP,MSFT,583,2025-05-16,2025-05-19,1834.89,CAD,COMPLETED,AUTO-INVEST,ROBERT,HODGES
